Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return_1,return_5,range_pct,sma_10,sma_20,ema_12,ema_26,macd,macd_signal,rsi_14,volume_change
2021-05-11,868.3208227406878,878.9990936540107,866.05361064843,876.5505981445312,13478264,0.0,0.0,0.0036080933213900046,0.008635066093898525,0.014768665988002905,885.7190246582031,879.5013366699219,879.1871083620697,877.3000960374596,1.8870123246100547,3.744940801233616,56.104517992468985,-0.03320888956984236
2021-05-12,875.167618908404,876.4372025151902,864.6933592562523,867.48193359375,13177961,0.0,0.0,-0.010345854044224834,-0.0036197659946139993,0.013537853417057604,881.9033935546875,879.5466766357422,877.3863122438667,876.572824745333,0.8134874985336182,3.1586501406936165,51.21904851737737,-0.022280539986455183
2021-05-14,874.238026723351,880.5633965716788,864.2399137094562,878.4323120117188,13291616,0.0,0.0,0.012623177490975745,0.003262501731387202,0.018582516420462488,877.9698669433594,879.6713653564453,877.5472352850746,876.710564542843,0.836670742231604,2.6942542610012143,55.51091917768805,0.008624627133135387
2021-05-17,878.4323799585411,890.2895633789483,875.3036666921718,888.8839721679688,11873078,0.0,0.0,0.011898082542426414,0.014805164181521446,0.016859227026252088,876.4213989257812,880.0352447509765,879.2913486516737,877.6122984410005,1.6790502106732674,2.491213450935625,53.89947262999603,-0.10672426889251085
2021-05-18,898.2473602910601,908.0414631541172,894.3931533556103,901.398681640625,12064918,0.0,0.0,0.014079126032763511,0.03205794864405265,0.015141257776931531,877.7318176269531,881.3014556884766,882.6924768038201,879.3742527520837,3.3182240517363653,2.6566155710957733,49.86808217871414,0.0161575625124335
2021-05-19,897.7938200130252,914.32143492012,894.1664125157001,905.5248413085938,16317002,0.0,0.0,0.004577507990647156,0.03305484386799207,0.022257834887548154,881.3796691894531,883.4631896972656,886.205148266093,881.3113333858993,4.893814880193759,3.1040554329153704,49.95294453736224,0.35243372561670117
2021-05-20,905.9103124284246,911.8049324349585,898.2473543943751,900.242431640625,11422532,0.0,0.0,-0.005833533688965442,0.03776504936668457,0.015059918933031977,884.3405700683594,885.3732696533203,888.3647303237133,882.7136369603234,5.6510933633899185,3.6134630190102803,42.290044605888234,-0.29996135319466166
2021-05-21,903.235026290113,911.2153947907652,900.514455659808,908.0187377929688,10785605,0.0,0.0,0.008638013360658947,0.033680939756750794,0.01178493205654202,887.5848693847656,887.5531402587891,891.3884237805217,884.5880888738526,6.80033490666915,4.250837396542054,51.689383688378015,-0.05576057917806665
2021-05-24,910.4899555985552,911.3061808075764,898.7007755187158,900.3557739257812,8551760,0.0,0.0,-0.008439213364487497,0.012905848363800487,0.014000471429086152,890.028857421875,889.396337890625,892.7680161105617,885.7560655443658,7.011950566195878,4.803060030472819,56.05371055217761,-0.2071135555214566
2021-05-25,905.2301950520241,905.5022701330101,888.7253062731775,890.1536254882812,14780102,0.0,0.0,-0.011331241197039321,-0.012475119368797749,0.018847267909098173,891.7042907714844,889.9699310302734,892.3658021686724,886.0818107253966,6.283991443275795,5.099246313033415,61.65210863468078,0.7283111312759012
2021-05-26,895.5267109206686,897.5671839561246,891.1284738713696,893.2822265625,7480204,0.0,0.0,0.0035146754275168224,-0.01351991042940548,0.0072079236475265695,893.3774536132812,889.5482391357422,892.5067905369535,886.6151748614784,5.891615675475123,5.257720185521757,62.29384800709249,-0.493900380389797
2021-05-27,893.3955528291013,903.688408956417,889.7454175640542,896.0254516601562,26819294,0.0,0.0,0.003070950049250065,-0.004684271516488758,0.015560932300002486,896.2318054199219,889.0675994873047,893.0481230174463,887.3122324021213,5.735890615325047,5.353354271482416,61.37165246149126,2.58536932949957
2021-05-28,902.3281938924274,954.4727544116488,902.3281938924274,949.8477783203125,56469931,0.0,0.0,0.0600678547249236,0.04606627461126345,0.05489780753231065,903.3733520507812,890.6716094970703,901.7865315255796,891.944495062728,9.842036462851524,6.251090709756237,75.7786589393826,1.1055711235351682
2021-05-31,953.1124880356037,993.7852821100847,945.4268620793822,979.5475463867188,59124142,0.0,0.0,0.03126792391821631,0.08795608886433981,0.04936811919858655,912.4397094726562,894.4305541992187,913.7497645811394,898.4336099756163,15.316154605523138,8.064103488909618,81.11380699751288,0.04700220016206491
2021-06-01,982.1321030027278,998.4556475299046,973.2901730558312,983.4470825195312,28013832,0.0,0.0,0.003980956460150287,0.1048060181522883,0.02558904787190067,920.6445495605469,899.18818359375,924.4724288793535,904.7309042381285,19.741524641225055,10.399587719372706,81.19628706557627,-0.5261862404700943
2021-06-02,978.0512481274061,1001.856407995626,978.0512481274061,998.1156005859375,24630162,0.0,0.0,0.014915411644545573,0.1173575057312557,0.023850102988316416,929.9036254882812,905.6416473388672,935.8021476034434,911.648289152781,24.15385845066237,13.15044186563064,86.9170346350214,-0.12078568901248499
2021-06-03,1007.0707146193823,1020.2202690838111,995.7803496561332,1001.92431640625,23974257,0.0,0.0,0.0038159065123084535,0.1181873400469644,0.024392979616803926,940.0718139648437,912.2061920166016,945.9747889577213,918.3354022826676,27.639386675053743,16.048230827515262,86.36673279912114,-0.026630153711534654
2021-06-04,1004.2595618006808,1005.007723278059,990.4072405064371,993.2412109375,14468646,0.0,0.0,-0.0086664285181689,0.04568461769097709,0.014699835861462842,948.5940612792969,918.0894653320313,953.2465461853795,923.883980701544,29.36256548383551,18.711097758779314,81.05528340989133,-0.3964924126741446
2021-06-07,998.4556731308024,1016.5928919877746,990.7473191357551,1009.9727783203125,16336573,0.0,0.0,0.016845422037029545,0.031060495272357214,0.02559036580669361,959.55576171875,924.7923095703125,961.973658821523,930.2609286733046,31.712730148218384,21.31142423666713,81.51910908379591,0.12910171414795824
2021-06-08,1009.6101472508224,1009.8594944449541,996.7099980540836,1004.1689453125,9674735,0.0,0.0,-0.005746524195894498,0.02107064341467213,0.013094904450344568,970.9572937011719,931.3307922363281,968.4652413585964,935.7355965725043,32.72964478609208,23.59506834655212,78.3601829303174,-0.40778674939964454
2021-06-09,1006.1639031267835,1007.0707400246994,978.4819302316137,986.2129516601562,11409161,0.0,0.0,-0.017881446878200147,-0.011925120616082863,0.028988475303391947,980.2503662109375,936.8139099121094,971.1956583280671,939.4746599123304,31.720998415736744,25.22025436038905,73.03769829262667,0.1792737475496744
2021-06-10,994.5561020859403,1011.1517216348074,987.3692305170946,989.8404541015625,14155653,0.0,0.0,0.003678214157804227,-0.012060653790727849,0.02402659036531211,989.6318664550781,942.9318359375,974.0640884470664,943.2054594819031,30.858628965163348,26.34792928134391,72.4245507201091,0.24072690358213022
2021-06-11,993.2457554895082,1013.7668141971928,991.9716855769274,1007.0098266601562,13762778,3.5,0.0,0.017345595936647973,0.013862308139289015,0.021643412053436548,995.3480712890625,949.3607116699219,979.1326635567725,947.9317089025144,31.200954654258112,27.31853435592675,77.7825652009944,-0.027753929825773516
2021-06-14,1007.8516997013584,1027.5309418058741,998.7741616955363,1021.45654296875,20332436,0.0,0.0,0.014346152267955103,0.01137037046437639,0.028152720062626844,999.5389709472656,955.9893402099609,985.6440296201537,953.3779929074208,32.2660367127329,28.308034827287983,83.4634111892363,0.47734970367174423
2021-06-15,1028.7822714120728,1035.1068867541692,1019.3634688990921,1023.777099609375,15174215,0.0,0.0,0.0022718114212481044,0.019526748350869205,0.015377778874995335,1003.57197265625,962.1082611083984,991.5106557723416,958.59274155201,32.91791422033157,29.230010705896703,83.39502011484737,-0.25369419581598585
2021-06-16,1021.4564397057088,1022.4346788679379,1003.6881840170562,1006.3045043945312,10797349,0.0,0.0,-0.01706679629922414,0.02037242838937936,0.018629047936301386,1004.3908630371094,967.1472442626953,993.7866324834476,962.1269462070115,31.659686276436105,29.715945820004585,76.2431574776525,-0.2884410165534098
2021-06-17,1001.0264608448158,1016.9519142263862,991.8807422543711,1008.1473999023438,15745975,0.0,0.0,0.0018313497552326918,0.018494845027724915,0.024868557885923917,1005.0131713867188,972.5424926757812,995.995981317124,965.535868702962,30.46011261416197,29.864779178836063,68.4340012189224,0.4583186113554354
2021-06-18,1012.6292689125116,1016.9519117351164,993.9055193524756,1012.697509765625,29369026,0.0,0.0,0.004513337894559877,0.005648090966830388,0.022757429696824802,1006.9588012695312,977.7764312744141,998.565447232278,969.0293235964926,29.536123635785316,29.799048070225915,62.464171150484155,0.8651767197648923
2021-06-21,1002.6190479059233,1022.6394940703871,1001.0947614747922,1017.9756469726562,12186448,0.0,0.0,0.005211958315423093,-0.0034077768849342105,0.021164290776175657,1007.7590881347656,983.6574249267578,1001.5516318077208,972.6549771799122,28.89665462780863,29.61856938174246,62.8493086963079,-0.5850578088629838
2021-06-22,1025.596992217332,1028.7821668704214,1009.8308290128952,1012.742919921875,12871913,0.0,0.0,-0.00514032635883066,-0.010777912195643058,0.018712881112008365,1008.6164855957031,989.7868896484375,1003.2733684406676,975.6244544200575,27.64891402061005,29.22463830951598,55.854495317459076,0.05624813727511091
2021-06-23,1023.7770302436452,1024.0499936427696,1001.7999261642769,1003.4607543945312,16653951,0.0,0.0,-0.009165371926825983,-0.0028259338873882767,0.02217333102570401,1010.3412658691407,995.2958160400391,1003.3021970489543,977.6864025663149,25.615794482639444,28.502869544140676,50.589137294054716,0.29382097284218744
2021-06-24,1004.143316081599,1007.6696350296437,973.7257686881059,979.868408203125,91461975,0.0,0.0,-0.023510980462451037,-0.02805045343762036,0.03464124984270473,1009.3440612792969,999.4879638671875,999.6969987649805,977.848032613486,21.84896615149455,27.172088865611453,45.39841609743681,4.491908496668448
2021-06-25,979.8684182931346,979.8684182931346,946.9255377961272,957.550048828125,55355022,0.0,0.0,-0.02277689451783349,-0.05445600527867711,0.03440329885348947,1004.3980834960937,999.8730773925781,993.2128526208489,976.3444782590149,16.86837436183407,25.11134596485598,32.629206920374926,-0.39477556656741775
2021-06-28,965.535542609245,967.5830690553377,946.8800342020979,949.1550903320312,20277042,0.0,0.0,-0.008767122414507389,-0.06760530749953553,0.021812067452535538,997.1679382324219,998.3534545898438,986.4347353456462,974.3304495236828,12.104285821963458,22.509933936277477,32.07836038571767,-0.6336910136175178
2021-06-29,950.7476377872767,959.6203929887992,948.2906059997632,949.97412109375,27144063,0.0,0.0,0.000862905093236277,-0.061979005326413095,0.011926416454367641,989.7876403808593,996.6798065185546,980.8254100761237,972.5262770473914,8.299133028732285,19.66777375476844,36.71085362616427,0.33865989921015105
2021-06-30,953.8189497184267,965.8312654969786,951.4529057551116,960.3711547851562,19762858,0.0,0.0,0.010944544130776501,-0.04294099138473473,0.014971669723965833,985.1943054199219,994.7925842285156,977.678601569821,971.6258976205592,6.052703949261854,16.944759793667124,39.70447311936179,-0.27192705086191404
2021-07-01,963.7154392931002,966.0587361622839,953.2501575281797,954.5924682617188,12534407,0.0,0.0,-0.006017138784983889,-0.025795239166611195,0.013417850087826758,979.8388122558594,992.425991821289,974.1268887531899,970.364162112497,3.762726640692904,14.308353163072281,30.103688066559045,-0.3657593957311235
2021-07-02,954.1601447164786,970.4951021153942,952.3173409366497,968.7432861328125,14086620,0.0,0.0,0.014823936225750733,0.011689454058705362,0.018764270616325462,975.4433898925781,991.2010955810547,973.2986421962088,970.2440972251129,3.054544971095879,12.057591524677001,29.946325642392623,0.12383617350226461
2021-07-05,972.1104477919255,979.8911687487861,969.8581385815543,978.3668823242188,11702287,0.0,0.0,0.009934103625970137,0.03077662680181037,0.010254875086733544,971.4825134277344,989.62080078125,974.0783714466719,970.8457850102319,3.2325864364399877,10.2925905070296,33.63400672852593,-0.16926225027721342
2021-07-06,975.9780960314433,977.775345876362,964.7165499262375,966.8095703125,10070124,0.0,0.0,-0.011812861024346089,0.017722008257831767,0.013507102485449767,966.8891784667969,987.75283203125,972.960094349107,970.5468061437332,2.4132882053737603,8.716730046698432,35.13195437878804,-0.1394738481460932
2021-07-07,968.15182763501,968.15182763501,954.6152261057076,960.0980834960938,10454892,0.0,0.0,-0.0069418911670856565,-0.0002843393282918605,0.014099186074833443,962.5529113769531,986.4470886230469,970.9813234486434,969.7728266883524,1.2084967602909273,7.2150833894169315,32.55122215031075,0.0382088641609577
2021-07-08,963.2377120648708,963.2377120648708,946.880007204719,952.1581420898438,11185460,0.0,0.0,-0.008269927357148266,-0.0025501208660360097,0.017179609286592967,959.781884765625,984.5629730224609,968.0854493934435,968.4680352366111,-0.3825858431675897,5.695549542900028,28.543795337801924,0.06987810108416226
2021-07-09,950.0650773140198,951.7486525291566,940.1003484340649,942.4208984375,9037675,0.0,0.0,-0.010226498332484901,-0.02717168528763747,0.012359980677852298,958.2689697265625,981.3335266113281,964.1370569386829,966.5386176959362,-2.4015607572532645,4.07612748286937,24.04253882540135,-0.1920157955059515
2021-07-12,946.3113035101971,956.2078524981569,943.9225124667875,948.2906494140625,8585292,0.0,0.0,0.006228375226286165,-0.03074126225399909,0.012955247464435472,958.1825256347656,977.6752319335938,961.6991480887413,965.1869163417233,-3.4877682529820504,2.563348335699086,27.953387498569867,-0.050055240977353144
2021-07-13,955.525214607773,956.9130192420056,950.0877909959721,955.3887329101562,6717133,0.0,0.0,0.0074851349641373854,-0.01181291306275778,0.0071439279226619395,958.7239868164063,974.2558135986328,960.7283149843436,964.4611249764221,-3.7328099920785007,1.3041166701435687,33.30700984693381,-0.21759993719491433
2021-07-14,955.6844881859736,958.6420731903104,946.9937689554591,949.1550903320312,8532544,0.0,0.0,-0.006524718539580254,-0.011397786697182832,0.012272287588719004,957.6023803710938,971.3983428955078,958.9478188839878,963.3273446323931,-4.379525748405285,0.16738818643379785,37.87280601338504,0.2702657517723708
2021-07-15,953.2502049164673,953.2502049164673,945.7425076403309,947.4943237304688,9448356,0.0,0.0,-0.0017497315438529393,-0.004898155204700161,0.007923738526028415,956.8925659179688,968.365689086914,957.1857427065233,962.1545282692875,-4.968785562764197,-0.8598465634058011,45.25549589316291,0.10733164692734087
2021-07-16,949.951367281346,962.2367066615387,949.8831264283724,961.1674194335938,8828185,0.0,0.0,0.014430794317892515,0.019891877426715388,0.012852683084541261,956.1349792480469,965.7891845703125,957.7983083568419,962.0814090962732,-4.283100739431347,-1.5444973986109105,55.398775900737796,-0.0656379797712957
2021-07-19,955.525231478772,966.4455126172754,951.9989126340373,955.0474853515625,8354449,0.0,0.0,-0.006367188440113414,0.007125279513907401,0.015126577688354605,953.8030395507812,962.6427764892578,957.3751048175682,961.5603777077761,-4.185272890207898,-2.072652496930308,52.17644945637203,-0.05366176626339392
2021-07-20,955.2977362314513,959.1653798198789,948.2450982877981,952.7041625976562,6741464,0.0,0.0,-0.002453619102555593,-0.002809924609768699,0.011462405603755768,952.3924987792968,959.6408386230469,956.6564983221971,960.9043617736932,-4.247863451496073,-2.507694687843461,46.466748348640266,-0.1930689863568501
2021-07-22,964.1705140611995,966.4000763573125,954.6835309155986,964.9440307617188,7972397,0.0,0.0,0.012847501506332293,0.01663473186891329,0.01214220210519879,952.8770935058594,957.7150024414062,957.9315033128927,961.2035965135469,-3.27209320065424,-2.660574390405617,54.50228990287159,0.18259134811073685
